pixelindex,2h_b,2h_m,6h_b,6h_m,10m_b,10m_m,12h_b,12h_m,20m_b,20m_m,24h_b,24h_m,30m_b,30m_m,60m_b,60m_m
174316,-2.31439,0.088352,-2.31439,0.057528,-2.31439,0.321231,-2.31439,0.044372,-2.31439,0.208994,-2.31439,0.036139,-2.31439,0.168959,-2.31439,0.119357
174317,-2.30513,0.088211,-2.30513,0.057436,-2.30513,0.320718,-2.30513,0.044301,-2.30513,0.20866,-2.30513,0.036081,-2.30513,0.168689,-2.30513,0.119166
174318,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174319,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174320,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174321,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174322,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174323,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174324,-2.29758,0.088052,-2.29758,0.057332,-2.29758,0.32014,-2.29758,0.044221,-2.29758,0.208284,-2.29758,0.036016,-2.29758,0.168385,-2.29758,0.118951
174325,-2.23498,0.086334,-2.23498,0.056214,-2.23498,0.313894,-2.23498,0.043359,-2.23498,0.20422,-2.23498,0.035313,-2.23498,0.1651,-2.23498,0.11663
174326,-2.16827,0.084192,-2.16827,0.054819,-2.16827,0.306107,-2.16827,0.042283,-2.16827,0.199154,-2.16827,0.034437,-2.16827,0.161004,-2.16827,0.113737
174327,-2.10283,0.081955,-2.10283,0.053362,-2.10283,0.297971,-2.10283,0.041159,-2.10283,0.193861,-2.10283,0.033522,-2.10283,0.156725,-2.10283,0.110714
174328,-2.02945,0.079495,-2.02945,0.051761,-2.02945,0.289028,-2.02945,0.039924,-2.02945,0.188042,-2.02945,0.032516,-2.02945,0.152021,-2.02945,0.107391
174329,-1.95487,0.07716,-1.95487,0.05024,-1.95487,0.280537,-1.95487,0.038751,-1.95487,0.182518,-1.95487,0.03156,-1.95487,0.147555,-1.95487,0.104236
174330,-1.87103,0.074729,-1.87103,0.048657,-1.87103,0.271701,-1.87103,0.03753,-1.87103,0.176769,-1.87103,0.030566,-1.87103,0.142908,-1.87103,0.100953
174331,-1.75938,0.071711,-1.75938,0.046692,-1.75938,0.260726,-1.75938,0.036014,-1.75938,0.169629,-1.75938,0.029332,-1.75938,0.137135,-1.75938,0.096875
174332,-1.6478,0.068861,-1.6478,0.044836,-1.6478,0.250363,-1.6478,0.034583,-1.6478,0.162887,-1.6478,0.028166,-1.6478,0.131685,-1.6478,0.093025
174333,-1.54612,0.066408,-1.54612,0.043239,-1.54612,0.241445,-1.54612,0.033351,-1.54612,0.157085,-1.54612,0.027163,-1.54612,0.126994,-1.54612,0.089711
174334,-1.47284,0.064795,-1.47284,0.042189,-1.47284,0.235583,-1.47284,0.032541,-1.47284,0.153271,-1.47284,0.026503,-1.47284,0.123911,-1.47284,0.087533
174335,-1.4331,0.06392,-1.4331,0.041619,-1.4331,0.2324,-1.4331,0.032102,-1.4331,0.1512,-1.4331,0.026145,-1.4331,0.122236,-1.4331,0.08635
174336,-1.40858,0.063358,-1.40858,0.041254,-1.40858,0.230358,-1.40858,0.03182,-1.40858,0.149871,-1.40858,0.025915,-1.40858,0.121162,-1.40858,0.085592
174337,-1.39056,0.062957,-1.39056,0.040992,-1.39056,0.228898,-1.39056,0.031618,-1.39056,0.148921,-1.39056,0.025751,-1.39056,0.120394,-1.39056,0.085049
174338,-1.38981,0.06294,-1.38981,0.040981,-1.38981,0.228837,-1.38981,0.031609,-1.38981,0.148882,-1.38981,0.025744,-1.38981,0.120362,-1.38981,0.085027
174339,-1.3901,0.062946,-1.3901,0.040985,-1.3901,0.228861,-1.3901,0.031613,-1.3901,0.148897,-1.3901,0.025747,-1.3901,0.120375,-1.3901,0.085035
174340,-1.39822,0.063126,-1.39822,0.041103,-1.39822,0.229515,-1.39822,0.031703,-1.39822,0.149323,-1.39822,0.02582,-1.39822,0.120719,-1.39822,0.085278
174341,-1.40947,0.063378,-1.40947,0.041267,-1.40947,0.230431,-1.40947,0.03183,-1.40947,0.149919,-1.40947,0.025923,-1.40947,0.121201,-1.40947,0.085619
174778,-2.45213,0.107663,-2.45213,0.070101,-2.45213,0.391443,-2.45213,0.05407,-2.45213,0.254674,-2.45213,0.044037,-2.45213,0.205889,-2.45213,0.145444
174779,-2.44241,0.107235,-2.44241,0.069822,-2.44241,0.389884,-2.44241,0.053855,-2.44241,0.253659,-2.44241,0.043862,-2.44241,0.205069,-2.44241,0.144865
174780,-2.44467,0.107088,-2.44467,0.069726,-2.44467,0.389349,-2.44467,0.053781,-2.44467,0.253312,-2.44467,0.043802,-2.44467,0.204788,-2.44467,0.144666
174781,-2.45411,0.107067,-2.45411,0.069713,-2.45411,0.389274,-2.45411,0.053771,-2.45411,0.253263,-2.45411,0.043793,-2.45411,0.204748,-2.45411,0.144639
174782,-2.46756,0.107109,-2.46756,0.069741,-2.46756,0.389429,-2.46756,0.053792,-2.46756,0.253363,-2.46756,0.043811,-2.46756,0.20483,-2.46756,0.144696
174783,-2.48042,0.10714,-2.48042,0.069761,-2.48042,0.389541,-2.48042,0.053808,-2.48042,0.253436,-2.48042,0.043823,-2.48042,0.204888,-2.48042,0.144738
174784,-2.49321,0.107156,-2.49321,0.069771,-2.49321,0.389599,-2.49321,0.053816,-2.49321,0.253474,-2.49321,0.04383,-2.49321,0.204919,-2.49321,0.144759
174785,-2.51016,0.107113,-2.51016,0.069743,-2.51016,0.389441,-2.51016,0.053794,-2.51016,0.253371,-2.51016,0.043812,-2.51016,0.204836,-2.51016,0.1447
174786,-2.50331,0.106445,-2.50331,0.069308,-2.50331,0.387014,-2.50331,0.053459,-2.50331,0.251792,-2.50331,0.043539,-2.50331,0.203559,-2.50331,0.143799
174787,-2.4929,0.105696,-2.4929,0.068821,-2.4929,0.38429,-2.4929,0.053082,-2.4929,0.25002,-2.4929,0.043233,-2.4929,0.202127,-2.4929,0.142787
174788,-2.48395,0.104986,-2.48395,0.068358,-2.48395,0.381708,-2.48395,0.052726,-2.48395,0.24834,-2.48395,0.042942,-2.48395,0.200768,-2.48395,0.141827
174789,-2.48125,0.104387,-2.48125,0.067968,-2.48125,0.379531,-2.48125,0.052425,-2.48125,0.246924,-2.48125,0.042697,-2.48125,0.199623,-2.48125,0.141018
174790,-2.48015,0.10383,-2.48015,0.067605,-2.48015,0.377504,-2.48015,0.052145,-2.48015,0.245605,-2.48015,0.042469,-2.48015,0.198557,-2.48015,0.140265
174791,-2.47386,0.103139,-2.47386,0.067156,-2.47386,0.374995,-2.47386,0.051798,-2.47386,0.243973,-2.47386,0.042187,-2.47386,0.197238,-2.47386,0.139333
174792,-2.45975,0.102208,-2.45975,0.066549,-2.45975,0.371606,-2.45975,0.05133,-2.45975,0.241768,-2.45975,0.041806,-2.45975,0.195455,-2.45975,0.138074
174793,-2.44667,0.10132,-2.44667,0.065971,-2.44667,0.368378,-2.44667,0.050884,-2.44667,0.239668,-2.44667,0.041443,-2.44667,0.193758,-2.44667,0.136875
174794,-2.43876,0.100589,-2.43876,0.065495,-2.43876,0.365721,-2.43876,0.050517,-2.43876,0.237939,-2.43876,0.041144,-2.43876,0.19236,-2.43876,0.135887
174795,-2.42816,0.099809,-2.42816,0.064988,-2.42816,0.362887,-2.42816,0.050126,-2.42816,0.236095,-2.42816,0.040825,-2.42816,0.190869,-2.42816,0.134834
174796,-2.41589,0.098998,-2.41589,0.064459,-2.41589,0.359936,-2.41589,0.049718,-2.41589,0.234175,-2.41589,0.040493,-2.41589,0.189317,-2.41589,0.133738
174797,-2.40378,0.098203,-2.40378,0.063941,-2.40378,0.357046,-2.40378,0.049319,-2.40378,0.232295,-2.40378,0.040168,-2.40378,0.187797,-2.40378,0.132664
174798,-2.38108,0.097256,-2.38108,0.063325,-2.38108,0.353603,-2.38108,0.048843,-2.38108,0.230055,-2.38108,0.03978,-2.38108,0.185986,-2.38108,0.131384
174799,-2.35657,0.09627,-2.35657,0.062683,-2.35657,0.350018,-2.35657,0.048348,-2.35657,0.227723,-2.35657,0.039377,-2.35657,0.184101,-2.35657,0.130053
174800,-2.34586,0.095485,-2.34586,0.062172,-2.34586,0.347163,-2.34586,0.047954,-2.34586,0.225865,-2.34586,0.039056,-2.34586,0.182599,-2.34586,0.128992
174801,-2.33843,0.094725,-2.33843,0.061677,-2.33843,0.344401,-2.33843,0.047572,-2.33843,0.224068,-2.33843,0.038745,-2.33843,0.181146,-2.33843,0.127966
174802,-2.33334,0.094016,-2.33334,0.061215,-2.33334,0.341822,-2.33334,0.047216,-2.33334,0.22239,-2.33334,0.038455,-2.33334,0.179789,-2.33334,0.127007
174803,-2.33031,0.093368,-2.33031,0.060794,-2.33031,0.339469,-2.33031,0.046891,-2.33031,0.220859,-2.33031,0.03819,-2.33031,0.178552,-2.33031,0.126133
174804,-2.32097,0.092628,-2.32097,0.060311,-2.32097,0.336775,-2.32097,0.046519,-2.32097,0.219107,-2.32097,0.037887,-2.32097,0.177135,-2.32097,0.125132
174805,-2.30631,0.091842,-2.30631,0.0598,-2.30631,0.333918,-2.30631,0.046124,-2.30631,0.217248,-2.30631,0.037566,-2.30631,0.175632,-2.30631,0.124071
174806,-2.30429,0.09133,-2.30429,0.059466,-2.30429,0.332057,-2.30429,0.045867,-2.30429,0.216037,-2.30429,0.037356,-2.30429,0.174653,-2.30429,0.123379
174807,-2.29942,0.090747,-2.29942,0.059087,-2.29942,0.329938,-2.29942,0.045575,-2.29942,0.214658,-2.29942,0.037118,-2.29942,0.173539,-2.29942,0.122592
174808,-2.28352,0.090035,-2.28352,0.058623,-2.28352,0.327349,-2.28352,0.045217,-2.28352,0.212974,-2.28352,0.036827,-2.28352,0.172177,-2.28352,0.12163
174809,-2.27307,0.089528,-2.27307,0.058293,-2.27307,0.325506,-2.27307,0.044962,-2.27307,0.211775,-2.27307,0.036619,-2.27307,0.171208,-2.27307,0.120945
174810,-2.26239,0.089075,-2.26239,0.057998,-2.26239,0.323858,-2.26239,0.044735,-2.26239,0.210703,-2.26239,0.036434,-2.26239,0.170341,-2.26239,0.120333
174811,-2.24728,0.088483,-2.24728,0.057613,-2.24728,0.321708,-2.24728,0.044438,-2.24728,0.209304,-2.24728,0.036192,-2.24728,0.16921,-2.24728,0.119534
174812,-2.24599,0.088165,-2.24599,0.057406,-2.24599,0.320551,-2.24599,0.044278,-2.24599,0.208551,-2.24599,0.036062,-2.24599,0.168602,-2.24599,0.119104
174813,-2.24908,0.087987,-2.24908,0.05729,-2.24908,0.319905,-2.24908,0.044189,-2.24908,0.208131,-2.24908,0.035989,-2.24908,0.168262,-2.24908,0.118864
174814,-2.25689,0.087914,-2.25689,0.057243,-2.25689,0.31964,-2.25689,0.044152,-2.25689,0.207958,-2.25689,0.035959,-2.25689,0.168122,-2.25689,0.118765
174815,-2.2645,0.087788,-2.2645,0.05716,-2.2645,0.319179,-2.2645,0.044088,-2.2645,0.207659,-2.2645,0.035908,-2.2645,0.16788,-2.2645,0.118594
174816,-2.26974,0.087682,-2.26974,0.057091,-2.26974,0.318796,-2.26974,0.044036,-2.26974,0.207409,-2.26974,0.035865,-2.26974,0.167678,-2.26974,0.118452
174817,-2.26853,0.087505,-2.26853,0.056976,-2.26853,0.318152,-2.26853,0.043947,-2.26853,0.206991,-2.26853,0.035792,-2.26853,0.16734,-2.26853,0.118212
174818,-2.25427,0.087079,-2.25427,0.056698,-2.25427,0.3166,-2.25427,0.043732,-2.25427,0.205981,-2.25427,0.035618,-2.25427,0.166524,-2.25427,0.117636
174819,-2.24318,0.086737,-2.24318,0.056476,-2.24318,0.315357,-2.24318,0.043561,-2.24318,0.205172,-2.24318,0.035478,-2.24318,0.16587,-2.24318,0.117174
174820,-2.23223,0.086477,-2.23223,0.056307,-2.23223,0.314413,-2.23223,0.04343,-2.23223,0.204558,-2.23223,0.035372,-2.23223,0.165373,-2.23223,0.116823
174821,-2.24095,0.086667,-2.24095,0.05643,-2.24095,0.315105,-2.24095,0.043526,-2.24095,0.205008,-2.24095,0.035449,-2.24095,0.165737,-2.24095,0.11708
174822,-2.25603,0.086978,-2.25603,0.056633,-2.25603,0.316236,-2.25603,0.043682,-2.25603,0.205744,-2.25603,0.035577,-2.25603,0.166332,-2.25603,0.117501
174823,-2.28557,0.087591,-2.28557,0.057032,-2.28557,0.318463,-2.28557,0.04399,-2.28557,0.207193,-2.28557,0.035827,-2.28557,0.167503,-2.28557,0.118328
174824,-2.30349,0.087978,-2.30349,0.057284,-2.30349,0.31987,-2.30349,0.044184,-2.30349,0.208108,-2.30349,0.035985,-2.30349,0.168243,-2.30349,0.118851
174825,-2.31001,0.088216,-2.31001,0.057439,-2.31001,0.320735,-2.31001,0.044303,-2.31001,0.208671,-2.31001,0.036083,-2.31001,0.168698,-2.31001,0.119172
174826,-2.3098,0.088282,-2.3098,0.057482,-2.3098,0.320976,-2.3098,0.044337,-2.3098,0.208828,-2.3098,0.03611,-2.3098,0.168825,-2.3098,0.119262
174827,-2.30535,0.088214,-2.30535,0.057438,-2.30535,0.32073,-2.30535,0.044303,-2.30535,0.208668,-2.30535,0.036082,-2.30535,0.168696,-2.30535,0.11917
174828,-2.30303,0.088179,-2.30303,0.057415,-2.30303,0.320602,-2.30303,0.044285,-2.30303,0.208584,-2.30303,0.036068,-2.30303,0.168628,-2.30303,0.119123
174829,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174830,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174831,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174832,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174833,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174834,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174835,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
174836,-2.29865,0.088073,-2.29865,0.057346,-2.29865,0.320217,-2.29865,0.044232,-2.29865,0.208334,-2.29865,0.036024,-2.29865,0.168426,-2.29865,0.11898
174837,-2.24034,0.086438,-2.24034,0.056281,-2.24034,0.31427,-2.24034,0.04341,-2.24034,0.204465,-2.24034,0.035355,-2.24034,0.165298,-2.24034,0.11677
174838,-2.1747,0.084324,-2.1747,0.054905,-2.1747,0.306585,-2.1747,0.042349,-2.1747,0.199465,-2.1747,0.034491,-2.1747,0.161256,-2.1747,0.113915
174839,-2.10911,0.082129,-2.10911,0.053476,-2.10911,0.298605,-2.10911,0.041247,-2.10911,0.194273,-2.10911,0.033593,-2.10911,0.157058,-2.10911,0.110949
174840,-2.04197,0.079836,-2.04197,0.051983,-2.04197,0.290269,-2.04197,0.040095,-2.04197,0.18885,-2.04197,0.032655,-2.04197,0.152674,-2.04197,0.107852
174841,-1.97046,0.077578,-1.97046,0.050512,-1.97046,0.282059,-1.97046,0.038961,-1.97046,0.183508,-1.97046,0.031732,-1.97046,0.148355,-1.97046,0.104802
174842,-1.87739,0.07486,-1.87739,0.048742,-1.87739,0.272175,-1.87739,0.037596,-1.87739,0.177077,-1.87739,0.03062,-1.87739,0.143157,-1.87739,0.101129
174843,-1.77155,0.072054,-1.77155,0.046915,-1.77155,0.261973,-1.77155,0.036187,-1.77155,0.17044,-1.77155,0.029472,-1.77155,0.137791,-1.77155,0.097339
174844,-1.67969,0.069636,-1.67969,0.045341,-1.67969,0.253184,-1.67969,0.034972,-1.67969,0.164722,-1.67969,0.028483,-1.67969,0.133168,-1.67969,0.094073
174845,-1.58397,0.067313,-1.58397,0.043829,-1.58397,0.244737,-1.58397,0.033806,-1.58397,0.159226,-1.58397,0.027533,-1.58397,0.128725,-1.58397,0.090934
174846,-1.50148,0.06542,-1.50148,0.042596,-1.50148,0.237853,-1.50148,0.032855,-1.50148,0.154748,-1.50148,0.026759,-1.50148,0.125105,-1.50148,0.088377
174847,-1.44524,0.064199,-1.44524,0.041801,-1.44524,0.233416,-1.44524,0.032242,-1.44524,0.151861,-1.44524,0.026259,-1.44524,0.122771,-1.44524,0.086728
174848,-1.42055,0.06363,-1.42055,0.04143,-1.42055,0.231346,-1.42055,0.031956,-1.42055,0.150514,-1.42055,0.026026,-1.42055,0.121682,-1.42055,0.085959
174849,-1.39761,0.063113,-1.39761,0.041094,-1.39761,0.229465,-1.39761,0.031696,-1.39761,0.149291,-1.39761,0.025815,-1.39761,0.120693,-1.39761,0.08526
174850,-1.38981,0.06294,-1.38981,0.040981,-1.38981,0.228837,-1.38981,0.031609,-1.38981,0.148882,-1.38981,0.025744,-1.38981,0.120362,-1.38981,0.085027
174851,-1.39041,0.062953,-1.39041,0.04099,-1.39041,0.228885,-1.39041,0.031616,-1.39041,0.148913,-1.39041,0.02575,-1.39041,0.120388,-1.39041,0.085044
174852,-1.39857,0.063134,-1.39857,0.041108,-1.39857,0.229543,-1.39857,0.031707,-1.39857,0.149341,-1.39857,0.025824,-1.39857,0.120733,-1.39857,0.085289
174853,-1.40948,0.063378,-1.40948,0.041267,-1.40948,0.230431,-1.40948,0.03183,-1.40948,0.149919,-1.40948,0.025924,-1.40948,0.121201,-1.40948,0.085619
175290,-2.46604,0.107732,-2.46604,0.070146,-2.46604,0.391693,-2.46604,0.054105,-2.46604,0.254836,-2.46604,0.044065,-2.46604,0.20602,-2.46604,0.145537
175291,-2.46553,0.107542,-2.46553,0.070022,-2.46553,0.391001,-2.46553,0.054009,-2.46553,0.254386,-2.46553,0.043988,-2.46553,0.205657,-2.46553,0.14528
175292,-2.46747,0.107397,-2.46747,0.069928,-2.46747,0.390473,-2.46747,0.053936,-2.46747,0.254042,-2.46747,0.043928,-2.46747,0.205378,-2.46747,0.145084
175293,-2.47196,0.107292,-2.47196,0.069859,-2.47196,0.390091,-2.47196,0.053884,-2.47196,0.253794,-2.47196,0.043885,-2.47196,0.205178,-2.47196,0.144942
175294,-2.48429,0.107315,-2.48429,0.069874,-2.48429,0.390175,-2.48429,0.053895,-2.48429,0.253849,-2.48429,0.043895,-2.48429,0.205222,-2.48429,0.144973
175295,-2.49711,0.107344,-2.49711,0.069893,-2.49711,0.39028,-2.49711,0.05391,-2.49711,0.253917,-2.49711,0.043906,-2.49711,0.205277,-2.49711,0.145012
175296,-2.50968,0.107352,-2.50968,0.069899,-2.50968,0.39031,-2.50968,0.053914,-2.50968,0.253937,-2.50968,0.04391,-2.50968,0.205293,-2.50968,0.145023
175297,-2.53011,0.107428,-2.53011,0.069948,-2.53011,0.390586,-2.53011,0.053952,-2.53011,0.254116,-2.53011,0.043941,-2.53011,0.205438,-2.53011,0.145126
175298,-2.53517,0.107059,-2.53517,0.069708,-2.53517,0.389246,-2.53517,0.053767,-2.53517,0.253244,-2.53517,0.04379,-2.53517,0.204733,-2.53517,0.144628
175299,-2.52847,0.1064,-2.52847,0.069278,-2.52847,0.386848,-2.52847,0.053436,-2.52847,0.251684,-2.52847,0.04352,-2.52847,0.203472,-2.52847,0.143737
175300,-2.52171,0.105749,-2.52171,0.068855,-2.52171,0.384481,-2.52171,0.053109,-2.52171,0.250144,-2.52171,0.043254,-2.52171,0.202227,-2.52171,0.142858
175301,-2.51683,0.105145,-2.51683,0.068461,-2.51683,0.382286,-2.51683,0.052805,-2.51683,0.248716,-2.51683,0.043007,-2.51683,0.201072,-2.51683,0.142042
175302,-2.51593,0.104672,-2.51593,0.068154,-2.51593,0.380566,-2.51593,0.052568,-2.51593,0.247597,-2.51593,0.042814,-2.51593,0.200168,-2.51593,0.141403
175303,-2.51278,0.104173,-2.51278,0.067829,-2.51278,0.378751,-2.51278,0.052317,-2.51278,0.246416,-2.51278,0.04261,-2.51278,0.199213,-2.51278,0.140729
175304,-2.50616,0.103481,-2.50616,0.067378,-2.50616,0.376237,-2.50616,0.05197,-2.50616,0.244781,-2.50616,0.042327,-2.50616,0.197891,-2.50616,0.139794
175305,-2.50168,0.102807,-2.50168,0.066939,-2.50168,0.373786,-2.50168,0.051631,-2.50168,0.243186,-2.50168,0.042051,-2.50168,0.196602,-2.50168,0.138884
175306,-2.50025,0.102215,-2.50025,0.066554,-2.50025,0.371635,-2.50025,0.051334,-2.50025,0.241787,-2.50025,0.041809,-2.50025,0.195471,-2.50025,0.138085
175307,-2.49886,0.101632,-2.49886,0.066174,-2.49886,0.369512,-2.49886,0.051041,-2.49886,0.240406,-2.49886,0.04157,-2.49886,0.194354,-2.49886,0.137296
175308,-2.49128,0.100923,-2.49128,0.065713,-2.49128,0.366936,-2.49128,0.050685,-2.49128,0.238729,-2.49128,0.04128,-2.49128,0.192999,-2.49128,0.136339
175309,-2.47432,0.100051,-2.47432,0.065145,-2.47432,0.363765,-2.47432,0.050247,-2.47432,0.236667,-2.47432,0.040924,-2.47432,0.191331,-2.47432,0.13516
175310,-2.44752,0.099033,-2.44752,0.064482,-2.44752,0.360063,-2.44752,0.049736,-2.44752,0.234258,-2.44752,0.040507,-2.44752,0.189384,-2.44752,0.133785
175311,-2.41849,0.097962,-2.41849,0.063785,-2.41849,0.356172,-2.41849,0.049198,-2.41849,0.231726,-2.41849,0.040069,-2.41849,0.187337,-2.41849,0.132339
175312,-2.40347,0.097111,-2.40347,0.063231,-2.40347,0.353078,-2.40347,0.048771,-2.40347,0.229713,-2.40347,0.039721,-2.40347,0.18571,-2.40347,0.13119
175313,-2.39534,0.096374,-2.39534,0.06275,-2.39534,0.350395,-2.39534,0.0484,-2.39534,0.227968,-2.39534,0.039419,-2.39534,0.184299,-2.39534,0.130193
175314,-2.39427,0.095772,-2.39427,0.062359,-2.39427,0.348208,-2.39427,0.048098,-2.39427,0.226545,-2.39427,0.039173,-2.39427,0.183148,-2.39427,0.12938
175315,-2.3918,0.095184,-2.3918,0.061976,-2.3918,0.34607,-2.3918,0.047803,-2.3918,0.225154,-2.3918,0.038933,-2.3918,0.182024,-2.3918,0.128586
175316,-2.38163,0.094475,-2.38163,0.061514,-2.38163,0.343491,-2.38163,0.047447,-2.38163,0.223476,-2.38163,0.038643,-2.38163,0.180667,-2.38163,0.127627
175317,-2.37294,0.093769,-2.37294,0.061054,-2.37294,0.340924,-2.37294,0.047092,-2.37294,0.221806,-2.37294,0.038354,-2.37294,0.179317,-2.37294,0.126674
175318,-2.37025,0.093199,-2.37025,0.060684,-2.37025,0.338854,-2.37025,0.046806,-2.37025,0.220459,-2.37025,0.038121,-2.37025,0.178228,-2.37025,0.125904
175319,-2.35938,0.092498,-2.35938,0.060227,-2.35938,0.336305,-2.35938,0.046454,-2.35938,0.218801,-2.35938,0.037834,-2.35938,0.176888,-2.35938,0.124957
175320,-2.33526,0.091641,-2.33526,0.059669,-2.33526,0.333188,-2.33526,0.046024,-2.33526,0.216773,-2.33526,0.037484,-2.33526,0.175248,-2.33526,0.123799
175321,-2.32049,0.091068,-2.32049,0.059296,-2.32049,0.331107,-2.32049,0.045736,-2.32049,0.215419,-2.32049,0.03725,-2.32049,0.174154,-2.32049,0.123026
175322,-2.30978,0.090553,-2.30978,0.058961,-2.30978,0.329233,-2.30978,0.045477,-2.30978,0.2142,-2.30978,0.037039,-2.30978,0.173168,-2.30978,0.12233
175323,-2.2939,0.08988,-2.2939,0.058523,-2.2939,0.326787,-2.2939,0.045139,-2.2939,0.212609,-2.2939,0.036764,-2.2939,0.171882,-2.2939,0.121421
175324,-2.29369,0.089568,-2.29369,0.058319,-2.29369,0.325652,-2.29369,0.044983,-2.29369,0.21187,-2.29369,0.036636,-2.29369,0.171285,-2.29369,0.120999
175325,-2.29937,0.089443,-2.29937,0.058238,-2.29937,0.325198,-2.29937,0.04492,-2.29937,0.211575,-2.29937,0.036585,-2.29937,0.171046,-2.29937,0.120831
175326,-2.30525,0.089303,-2.30525,0.058147,-2.30525,0.324689,-2.30525,0.04485,-2.30525,0.211244,-2.30525,0.036528,-2.30525,0.170778,-2.30525,0.120641
175327,-2.31003,0.089064,-2.31003,0.057991,-2.31003,0.32382,-2.31003,0.04473,-2.31003,0.210678,-2.31003,0.03643,-2.31003,0.170321,-2.31003,0.120318
175328,-2.31796,0.088951,-2.31796,0.057917,-2.31796,0.323407,-2.31796,0.044673,-2.31796,0.21041,-2.31796,0.036383,-2.31796,0.170104,-2.31796,0.120165
175329,-2.31218,0.088635,-2.31218,0.057712,-2.31218,0.32226,-2.31218,0.044514,-2.31218,0.209663,-2.31218,0.036254,-2.31218,0.1695,-2.31218,0.119739
175330,-2.28784,0.087908,-2.28784,0.057238,-2.28784,0.319615,-2.28784,0.044149,-2.28784,0.207942,-2.28784,0.035957,-2.28784,0.168109,-2.28784,0.118756
175331,-2.27927,0.087616,-2.27927,0.057048,-2.27927,0.318556,-2.27927,0.044002,-2.27927,0.207253,-2.27927,0.035838,-2.27927,0.167552,-2.27927,0.118363
175332,-2.28136,0.087622,-2.28136,0.057052,-2.28136,0.318578,-2.28136,0.044005,-2.28136,0.207267,-2.28136,0.03584,-2.28136,0.167564,-2.28136,0.118371
175333,-2.28617,0.087745,-2.28617,0.057132,-2.28617,0.319024,-2.28617,0.044067,-2.28617,0.207558,-2.28617,0.03589,-2.28617,0.167798,-2.28617,0.118536
175334,-2.29163,0.087882,-2.29163,0.057222,-2.29163,0.319523,-2.29163,0.044136,-2.29163,0.207883,-2.29163,0.035946,-2.29163,0.168061,-2.29163,0.118722
175335,-2.29671,0.088008,-2.29671,0.057303,-2.29671,0.31998,-2.29671,0.044199,-2.29671,0.20818,-2.29671,0.035998,-2.29671,0.168301,-2.29671,0.118892
175336,-2.30143,0.088117,-2.30143,0.057374,-2.30143,0.320375,-2.30143,0.044254,-2.30143,0.208437,-2.30143,0.036042,-2.30143,0.168509,-2.30143,0.119038
175337,-2.30272,0.088169,-2.30272,0.057408,-2.30272,0.320566,-2.30272,0.04428,-2.30272,0.208561,-2.30272,0.036064,-2.30272,0.168609,-2.30272,0.119109
175338,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
175339,-2.30293,0.088178,-2.30293,0.057414,-2.30293,0.320596,-2.30293,0.044284,-2.30293,0.208581,-2.30293,0.036067,-2.30293,0.168625,-2.30293,0.119121
